Study ID,Title,Citation,Study Type,Sampling Method,Study Population,Case Definition,Date Start,Date End,Study Context,Outbreak Description,Notes,Entry ID,Entry Description,Country ISO3 Code,GADM Admin 0,"GADM Admin 1, when available","GADM Admin 2, when available","GADM Admin 3, when available",Precise Place Name,Urban or Rural,Location Description,Care Seeking Questions,Multiple Choices,Regarding self or child,Recall time (in days),Facility or location sought as written in transcript,Type of care facility sought (standardized),N surveyed if they WOULD seek care,N who said they WOULD seek care,N surveyed if they DID seek care,N who actually DID seek care,Additional Information,Age lower (of individual with diarrhea in years),Age Upper (of individual with diarrhea in years),Proportion of individuals with diarrhea <5 years old,Sex (of individual with diarrhea),Diarrhea severity,Diarrhea symptoms,Nutrition Status,Overlapping Study,Percents converted to numbers,Comments,Extractor Initials,Status,Primary dataset,Stratified time,Stratified geographic location,Stratified urban rural,Stratified age,Stratified sex,Stratified severity,Overlaps checked,Overlaps decision,Is the data internally consistent?
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bh,Wabera; male; 55-64,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Family member,Other,2,2,,,Self or other family member,55,64,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bi,Wabera; male; 65+,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Private clinic,Private Hospital/Clinic,1,0,,,Self or other family member,65,65,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bi,Wabera; male; 65+,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Hospital/Government facility,Hospital/Clinic,1,0,,,Self or other family member,65,65,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bi,Wabera; male; 65+,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Dispensary/health center,Hospital/Clinic,1,1,,,Self or other family member,65,65,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bi,Wabera; male; 65+,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Community health worker,Other,1,0,,,Self or other family member,65,65,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bi,Wabera; male; 65+,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Chemist,Pharmacy,1,0,,,Self or other family member,65,65,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bi,Wabera; male; 65+,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Kiosk/shop,Other,1,1,,,Self or other family member,65,65,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bi,Wabera; male; 65+,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Traditional healer,Traditional Healer,1,1,,,Self or other family member,65,65,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bi,Wabera; male; 65+,KEN,Kenya,Isiolo,Isiolo North,Wabera,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Where would you go for care if you or your family member had cholera?,1,Other (describe in notes),,Family member,Other,1,1,,,Self or other family member,65,65,0,Male,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,1,1,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bj,BullaPesa,KEN,Kenya,Isiolo,Isiolo North,Bulla Pesa,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Did you/your family member seek care at,1,Other (describe in notes),365,Hospital/Government facility,Hospital/Clinic,,,1,0,,,,,,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,0,0,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bj,BullaPesa,KEN,Kenya,Isiolo,Isiolo North,Bulla Pesa,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Did you/your family member seek care at,1,Other (describe in notes),365,Cholera Treatment Center,Hospital/Clinic,,,1,0,,,,,,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,0,0,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bj,BullaPesa,KEN,Kenya,Isiolo,Isiolo North,Bulla Pesa,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Did you/your family member seek care at,1,Other (describe in notes),365,Private clinic,Private Hospital/Clinic,,,1,0,,,,,,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,0,0,0,,,
142,"Knowledge, attitude and practices on cholera in an arid county, Kenya, 2018: A mixedmethods approach",doi.org/10.1371/journal.pone.0229437,Survey,Systematic,"Heads of households, aged 18 or older, or most senior member present",Cholera,02/01/2018,02/28/2018,Following cholera outbreaks,The study area had reported several cholera outbreaks between 2017 and 2018.,"Sampling from February 2018, exact dates assumed",142_bj,BullaPesa,KEN,Kenya,Isiolo,Isiolo North,Bulla Pesa,,Rural,The population consists largely of nomadic pastoralists who live in rural areas where access to safe drinking water is limited,Did you/your family member seek care at,1,Other (describe in notes),365,Dispensary/health center,Hospital/Clinic,,,1,0,,,,,,Cholera,,,0,0,Data extrated manually from study's excel datasheet by MHM using pivot tables in excel. Worksheet showing extraction process can be found in Extraction file in Care Seeking Review channel on Teams ,MHM,Complete,1,0,1,0,0,0,0,,,
